y_test,y_pred
52.91960526315789,51.83459766656657
53.50050438596491,52.17370044733112
54.08140350877193,52.613437301473226
54.662302631578946,53.396226986504416
55.243201754385964,54.618110015457596
55.82410087719298,55.16636143026378
56.405,56.133031214061475
77.34,56.40586297707757
61.71714285714286,74.34234148550705
46.09428571428571,60.24111864540252
47.23333333333333,47.32347584538864
46.807222222222215,51.50556311619923
46.38111111111111,48.434988950519134
45.955,48.673714460807076
52.992222222222225,46.501281717312764
65.52314814814815,54.70652685623909
78.05407407407408,63.81168838909389
90.58500000000001,73.99291730449173
49.7875,83.35054599340255
51.0428125,48.74262546761414
52.298125,51.21851792218014
53.553437499999994,53.34878189644152
54.808749999999996,52.36625530186838
52.834895833333334,56.43802468928049
50.861041666666665,51.89303901664051
48.887187499999996,52.74402719057573
46.913333333333334,49.214943382767366
49.73466666666667,50.40284884048982
52.556,49.86529344642598
55.37733333333333,53.93657031821119
58.19866666666667,54.00110643247923
61.019999999999996,58.38408256490217
62.75749999999999,59.24299491856217
64.495,62.49264758827293
66.2325,62.48775969927044
67.97,67.8549790473672
67.99583333333334,64.0296064279152
68.02166666666666,65.68791158008639
66.21322115384615,65.63438586725948
64.40477564102564,65.99945194863353
62.596330128205125,62.32705280817409
60.78788461538461,62.273084638917716
58.9794391025641,59.73506233788015
57.17099358974359,61.63079629546527
55.362548076923076,59.12421467368259
53.554102564102564,59.139946399118315
51.74565705128205,50.94267155490516
49.93721153846154,54.4053647623673
48.12876602564103,50.99581891610204
46.320320512820516,49.70463569319968
44.511875,48.12203069354354
42.70342948717949,47.352109569373965
40.89498397435897,44.94118953927814
39.08653846153846,43.93808681568929
39.2014,41.95210593420533
40.29412173913043,43.514215336887524
41.38684347826087,43.062745169792734
42.479565217391304,44.24312197597856
41.498000000000005,44.51591244316622
40.55414285714286,44.19523519510325
39.610285714285716,43.25008117590114
38.66642857142857,42.94535609359696
30.23190476190476,41.938327236418715
40.0,36.781372868250514
37.529375,42.229118802070076
35.058749999999996,39.92998763667737
36.25466666666667,37.53233313782511
36.90714336917563,39.934381122079905
37.55962007168459,38.28292474015335
38.21209677419355,39.49911482803915
33.67065573770491,38.91044270320584
34.6326077011056,37.28379501468122
35.59455966450629,37.41458211602181
36.55651162790698,39.16043640360602
35.42788461538461,34.48941374333789
37.638173076923074,37.237111107213266
39.848461538461535,37.357135072072204
42.058749999999996,39.33631350694133
41.4356862745098,40.67028192553943
41.88835875090777,40.84763586086103
42.341031227305734,40.293950142758106
42.793703703703706,41.42199318439525
48.24597222222222,41.32480103924854
47.172102693602696,47.572874793247344
46.098233164983164,45.16397394893358
45.02436363636364,45.069859474031745
46.29898106060606,43.75388678857053
47.57359848484849,45.59515260706258
48.84821590909091,46.53466345915037
50.12283333333333,47.960990794825804
48.37684210526316,48.14192991219399
93.33,50.03856587240433
81.50737804878048,84.44839997723703
69.68475609756098,72.42976594790053
52.07731707317073,63.02323261833433
59.29821138211382,51.99751352786715
66.51910569105691,56.41410554002259
73.74,64.78027534741743
66.73859649122807,66.90252824310416
83.6314601608187,65.4136585282794
100.52432383040936,77.53960120055423
117.4171875,94.4347072670275
52.918181818181814,101.14150503120791
54.333333333333336,51.941396325458115
79.16666666666667,54.07366751731591
104.0,80.56176156921802
49.6536559139785,93.15567919074901
49.22808542413381,52.008566445496776
48.80251493428913,50.11766396070683
48.37694444444444,57.47232733553671
44.726,48.277767214923664
44.130296296296294,53.920307460243556
43.534592592592595,44.37187749293135
42.93888888888889,51.79391474032833
44.888023255813955,43.168020707995396
46.0,52.26924818556124
45.5821,45.7932139701095
45.1642,52.02591254539598
35.59984615384616,44.25895279820568
32.0,49.72818101292573
43.375,33.31505536124867
54.75,49.111833054581666
36.325,51.30540389417557
45.56545454545455,41.91796720443655
39.33263636363637,45.68090835049732
33.09981818181818,44.83507953780246
25.873035714285717,32.287386396627085
25.37338183421517,36.180486854793074
24.87372795414462,30.241248274837073
24.374074074074073,35.37935015574046
20.18318181818182,19.80665232748128
27.5,27.9068538266388
33.52294117647059,29.734544998257498
39.54588235294118,38.297702590790514
35.71551724137931,32.49894205171059
34.83967816091954,37.343756572726825
33.96383908045977,31.90295227967466
33.088,35.44885395426396
31.28410256410256,31.095160655121504
37.40787393162393,34.10291830854594
43.531645299145296,35.17688081203181
49.65541666666667,43.34931615057003
45.72564903846154,44.58654937624546
41.79588141025641,44.77862049728828
37.86611378205128,38.787961310966814
33.93634615384615,39.45179647273474
37.719574468085106,32.19769837871246
30.0,44.31647638179849
53.24285714285715,30.187334182436967
76.48571428571428,53.34285151722348
36.43910256410256,66.16730505990739
22.995625,36.011244058312556
26.97875,25.917355236403413
30.961875,32.528576299899946
32.42984126984127,30.394544766848515
24.186666666666667,36.863192334913364
29.568411458333333,27.434507368668548
34.95015625,35.15144965545299
25.55,29.279299557428793
