date,y_test,y_pred
2024-12-19 00:00:00+01:00,52.91960526315789,51.83459766656657
2024-12-19 06:00:00+01:00,53.50050438596491,52.17370044733112
2024-12-19 12:00:00+01:00,54.08140350877193,52.613437301473226
2024-12-19 18:00:00+01:00,54.662302631578946,53.396226986504416
2024-12-20 00:00:00+01:00,55.243201754385964,54.618110015457596
2024-12-20 06:00:00+01:00,55.82410087719298,55.16636143026378
2024-12-20 12:00:00+01:00,56.405,56.133031214061475
2024-12-20 18:00:00+01:00,77.34,56.40586297707757
2024-12-21 00:00:00+01:00,61.71714285714286,74.34234148550705
2024-12-21 06:00:00+01:00,46.09428571428571,60.24111864540252
2024-12-21 12:00:00+01:00,47.23333333333333,47.32347584538864
2024-12-21 18:00:00+01:00,46.807222222222215,51.50556311619923
2024-12-22 00:00:00+01:00,46.38111111111111,48.434988950519134
2024-12-22 06:00:00+01:00,45.955,48.673714460807076
2024-12-22 12:00:00+01:00,52.992222222222225,46.501281717312764
2024-12-22 18:00:00+01:00,65.52314814814815,54.70652685623909
2024-12-23 00:00:00+01:00,78.05407407407408,63.81168838909389
2024-12-23 06:00:00+01:00,90.58500000000001,73.99291730449173
2024-12-23 12:00:00+01:00,49.7875,83.35054599340255
2024-12-23 18:00:00+01:00,51.0428125,48.74262546761414
2024-12-24 00:00:00+01:00,52.298125,51.21851792218014
2024-12-24 06:00:00+01:00,53.553437499999994,53.34878189644152
2024-12-24 12:00:00+01:00,54.808749999999996,52.36625530186838
2024-12-24 18:00:00+01:00,52.834895833333334,56.43802468928049
2024-12-25 00:00:00+01:00,50.861041666666665,51.89303901664051
2024-12-25 06:00:00+01:00,48.887187499999996,52.74402719057573
2024-12-25 12:00:00+01:00,46.913333333333334,49.214943382767366
2024-12-25 18:00:00+01:00,49.73466666666667,50.40284884048982
2024-12-26 00:00:00+01:00,52.556,49.86529344642598
2024-12-26 06:00:00+01:00,55.37733333333333,53.93657031821119
2024-12-26 12:00:00+01:00,58.19866666666667,54.00110643247923
2024-12-26 18:00:00+01:00,61.019999999999996,58.38408256490217
2024-12-27 00:00:00+01:00,62.75749999999999,59.24299491856217
2024-12-27 06:00:00+01:00,64.495,62.49264758827293
2024-12-27 12:00:00+01:00,66.2325,62.48775969927044
2024-12-27 18:00:00+01:00,67.97,67.8549790473672
2024-12-28 00:00:00+01:00,67.99583333333334,64.0296064279152
2024-12-28 06:00:00+01:00,68.02166666666666,65.68791158008639
2024-12-28 12:00:00+01:00,66.21322115384615,65.63438586725948
2024-12-28 18:00:00+01:00,64.40477564102564,65.99945194863353
2024-12-29 00:00:00+01:00,62.596330128205125,62.32705280817409
2024-12-29 06:00:00+01:00,60.78788461538461,62.273084638917716
2024-12-29 12:00:00+01:00,58.9794391025641,59.73506233788015
2024-12-29 18:00:00+01:00,57.17099358974359,61.63079629546527
2024-12-30 00:00:00+01:00,55.362548076923076,59.12421467368259
2024-12-30 06:00:00+01:00,53.554102564102564,59.139946399118315
2024-12-30 12:00:00+01:00,51.74565705128205,50.94267155490516
2024-12-30 18:00:00+01:00,49.93721153846154,54.4053647623673
2024-12-31 00:00:00+01:00,48.12876602564103,50.99581891610204
2024-12-31 06:00:00+01:00,46.320320512820516,49.70463569319968
2024-12-31 12:00:00+01:00,44.511875,48.12203069354354
2024-12-31 18:00:00+01:00,42.70342948717949,47.352109569373965
2025-01-01 00:00:00+01:00,40.89498397435897,44.94118953927814
2025-01-01 06:00:00+01:00,39.08653846153846,43.93808681568929
2025-01-01 12:00:00+01:00,39.2014,41.95210593420533
2025-01-01 18:00:00+01:00,40.29412173913043,43.514215336887524
2025-01-02 00:00:00+01:00,41.38684347826087,43.062745169792734
2025-01-02 06:00:00+01:00,42.479565217391304,44.24312197597856
2025-01-02 12:00:00+01:00,41.498000000000005,44.51591244316622
2025-01-02 18:00:00+01:00,40.55414285714286,44.19523519510325
2025-01-03 00:00:00+01:00,39.610285714285716,43.25008117590114
2025-01-03 06:00:00+01:00,38.66642857142857,42.94535609359696
2025-01-03 12:00:00+01:00,30.23190476190476,41.938327236418715
2025-01-03 18:00:00+01:00,40.0,36.781372868250514
2025-01-04 00:00:00+01:00,37.529375,42.229118802070076
2025-01-04 06:00:00+01:00,35.058749999999996,39.92998763667737
2025-01-04 12:00:00+01:00,36.25466666666667,37.53233313782511
2025-01-04 18:00:00+01:00,36.90714336917563,39.934381122079905
2025-01-05 00:00:00+01:00,37.55962007168459,38.28292474015335
2025-01-05 06:00:00+01:00,38.21209677419355,39.49911482803915
2025-01-05 12:00:00+01:00,33.67065573770491,38.91044270320584
2025-01-05 18:00:00+01:00,34.6326077011056,37.28379501468122
2025-01-06 00:00:00+01:00,35.59455966450629,37.41458211602181
2025-01-06 06:00:00+01:00,36.55651162790698,39.16043640360602
2025-01-06 12:00:00+01:00,35.42788461538461,34.48941374333789
2025-01-06 18:00:00+01:00,37.638173076923074,37.237111107213266
2025-01-07 00:00:00+01:00,39.848461538461535,37.357135072072204
2025-01-07 06:00:00+01:00,42.058749999999996,39.33631350694133
2025-01-07 12:00:00+01:00,41.4356862745098,40.67028192553943
2025-01-07 18:00:00+01:00,41.88835875090777,40.84763586086103
2025-01-08 00:00:00+01:00,42.341031227305734,40.293950142758106
2025-01-08 06:00:00+01:00,42.793703703703706,41.42199318439525
2025-01-08 12:00:00+01:00,48.24597222222222,41.32480103924854
2025-01-08 18:00:00+01:00,47.172102693602696,47.572874793247344
2025-01-09 00:00:00+01:00,46.098233164983164,45.16397394893358
